URL,Summary,Image_URL
https://www.finextra.com/newsarticle/42892/bank-of-canada-explores-impact-of-quantum-computing-on-cbdcs,"The Bank of Canada has partnered with local specialist evolutionQ to research the impact of quantum computing on Central Bank Digital Currencies (CBDCs). The research project involves the development of quantum-safe cybersecurity technologies for greenfield (new without any constraints imposed by prior work) digital currencies. This includes exploring technologies and technical ecosystems that could be used in the development of a digital loonie. The code developed during this research will be released as open-source, allowing developers and researchers to suggest improvements or modifications. Michele Mosca, CEO of evolutionQ, emphasized that although quantum computing offers immense potential for future financial products, it also poses new security risks, necessitating continuous research to adapt to changing threat landscapes.",
https://decrypt.co/155181/racing-legend-michael-andretti-bets-ai-200-million-zapata-merger,"Racing icon Michael Andretti is venturing into AI with a $200 million merger between his special purpose acquisition company (SPAC), Andretti Acquisition Corp, and Boston-based startup, Zapata AI. The deal is expected to add $84 million to Zapata's balance sheet. Zapata, a generative AI software firm that emerged from Harvard University in 2017, partners on language and numeric models with companies like Amazon, Google, IBM, Nvidia, and DARPA. Andretti's racing teams, which span across IndyCar, Formula E, and Extreme E, already utilise Zapata’s AI software, Orquestra, to analyse race strategies. The merger is anticipated to be completed by 2024's first quarter, and the new entity will be listed under the stock symbol “ZPTA” on the New York Stock Exchange.
",
https://www.nextplatform.com/2023/09/06/just-how-big-or-small-is-the-quantum-computing-racket/,"A report from IDC indicated that the worldwide quantum computing market generated $1.1 billion in sales in 2022 and projected a compound annual growth rate (CAGR) of 48.1%, gearing to reach $7.6 billion by 2027. This was a slight reduction from IDC's November 2021 forecast, where it expected the market to grow from $412 million in 2021 to $8.6 billion by 2027. Investments in quantum computing technologies have been high, standing 20X in 2020 and 10X in 2021-2022, but are anticipated to drop to a 2.2X level by 2027. Oliver Tonneau, a partner at venture firm Quanto Nation, presented detailed data on global investments in quantum computing. Moreover, China has been significantly investing in quantum computing. Data from Hyperion Research showed a more conservative outlook for the quantum market. As of fall 2023, there were 44 different quantum computing hardware providers and a dozen ways to create qubits.",https://www.nextplatform.com/wp-content/uploads/2015/04/The-Next-Platform-Final.png
https://phys.org/news/2023-09-quantum-state-error.html,"A team of researchers at Cornell University made a significant discovery related to a quantum state called a ""quantum spin-glass"", which could impact the development of error correction strategies in quantum computing. Led by Professor Erich Mueller, Vaibhav Sharma, a doctoral student in physics, and Assistant Professor Chao-Ming Jian, the team was studying quantum algorithms when they detected the existence of the quantum spin-glass. This state exhibits both disorder and rigidity, meaning quantum mechanical bits (qubits) in a quantum computer can randomly take on values and yet remain interconnected. This characteristic suggests that certain types of information are automatically protected in quantum algorithms sharing features of their model. The researchers also underlined the central role redundancy plays in error correction, which they investigated using the concept of 'codewords'. Their findings were published in the Physical Review B journal.",https://scx1.b-cdn.net/csz/news/800a/2023/promising-quantum-stat.jpg
https://www.uktech.news/deep-tech/quantum-catalyst-fund-public-sector-20230907,"The British government and Innovate UK have unveiled projects aimed at increasing quantum computing adoption in the public sector through the Quantum Catalyst Fund. Noteworthy firms such as Riverlane and Cambridge Quantum Computing are among those partaking in a £15m funding scheme. The Quantum Catalyst Fund intends to pinpoint areas where quantum solutions can be adopted for public benefit. A total of 30 projects have been chosen for the competition's first phase, with £2m funding allocated to be shared among these projects over three months. Each project tackles unique areas including genomic research and brain imaging. The most successful concepts will be developed into prototypes in the second phase, with a budget of £13m lasting up to 15 months. The Quantum Catalyst Fund is administered by Innovate UK alongside the Department for Science, Innovation and Technology.
",https://www.uktech.news/wp-content/uploads/2023/09/quantum-catalyst-fund-898x505.jpg
https://delft-circuits.com/dtxl-invests-5-m-in-quantum-scale-up-delft-circuits/,"Dutch quantum computing equipment provider Delft Circuits has raised €6.3m ($7.4m) in a Series A funding round led by DeeptechXL (DTXL), a €100m ($118m) fund backed by the likes of Intel and Philips. Delft Circuits' Cri/oFlex platform, a thin flexible superconducting circuit for data transfer, is identified as a key driver in scaling up quantum technologies. The startup will use the funds to upgrade production and scale its organisation. Delft Circuits’ Cri/oFlex has been acknowledged by DARPA, NASA and other global corporations for its technological potential. Notably, Delft Circuits has evolved from being the first quantum computing startup from the Delft-based quantum hub QuTech, to having more than 40 employees and delivering its products worldwide.",https://delft-circuits.com/wp-content/uploads/2020/04/cropped-DC-logo-horizontal-with-slogan.png
https://www.efinancialcareers.com/news/2023/09/quantum-computing-finance,"In the realm of quantum computing, several major financial institutions have been forging ahead with established teams and significant hires. Key players include JPMorgan, led by former IBM quantum expert, Marco Pistoia, and Goldman Sachs, who formed a partnership with AWS last year to explore financial applications of quantum technology. However, it appears that the former head of quantum research at Goldman, William Zeng, who led the AWS partnership, left in July for a position at venture capital firm Quantonation. Credit rating agency Moody’s has also entered the field under the leadership of Sergio Gago. Meanwhile, HSBC recently appointed Alejandro Rodriguez-Pardo Montblanch, a Cambridge physicist, as ""quantum research scientist"". Jobs in quantum computing in finance are actively advertised, with JPMorgan and Wells Fargo among the banks looking for quantum experts. JPMorgan is currently seeking summer associates for next year in ""quantum computing applied research"", while Wells Fargo is seeking a lead information security engineer in post-quantum cryptography research and development. The reason for this focused interest from banks is revealed to be rooted largely in concerns about the potential for quantum algorithms to break current security measures.
","https://cdn.filestackcontent.com/output=format:webp/resize=width:730,height:432,fit:crop/nLcpACmbSBml4SGLbjWx?cache=true"
https://insidehpc.com/2023/09/quantum-internet-alliance-launches-quantum-internet-application-challenge/,"The Quantum Internet Alliance (QIA) is inaugurating its first-ever Quantum Internet Application Challenge, offering an opportunity for quantum enthusiasts to contribute to the transformation of the quantum internet. The competition invites participants to develop an original idea for an application using quantum network functionalities, with prototypes simulated using SquidASM, QIA's quantum networking applications simulator developed by its partner QuTech. Applications will be judged for novelty, creativity, technical sophistication, and clarity of documentation.

An internship or research visit to-QIA partners—Anna Pappa’s Quantum Communication and Cryptography group in Berlin, Stephanie Wehner’s Quantum Computer Science group in Delft, or Michele Amoretti’s Quantum Software Lab in Parma—are being offered as prizes. The winning participants will be awarded travel and accommodation expenses up to €5,000. The winners of QIA's beginner’s challenge will receive Quantum Network Explorer (QNE) gift bags and vouchers.

The contest opens for registrations on 12 September and will accept submissions until 23 October 2023. Winners are set to be announced in early November.
",https://insidehpc.com/wp-content/uploads/2023/09/quantum-shutterstock-1220630077-main-feature-image-dimensions-0923-1024x512.jpg
https://finance.yahoo.com/news/advancements-quantum-simulators-drive-dominance-142800284.html,"The global quantum warfare market is experiencing a significant surge due to technological advancements and innovative defense applications. This growth is primarily driven by government efforts to strengthen the defense industry and an increasing adoption of Artificial Intelligence (AI) and Internet of Things (IoT) technologies for defense communication.

Prominent players include Airbus, Xanadu, Quantinuum, Lockheed Martin Corporation, and Northrup Grumman, which have invested heavily in quantum-based military research and development. 

Quantum warfare possesses the potential to revolutionize existing encryption methods, raising concerns about data security, and offering a secure avenue for military and intelligence agencies to communicate. 

The quantum warfare market is also supported by the demand for high-performance computing in the defense sector, with governmental efforts worldwide exploring quantum computing technologies. The market's projected growth trajectory runs from 2024 to 2035. 

Investments from both the public and private sector are critical for market growth, with companies such as IBM, Google, and Microsoft, alongside quantum-focused startups, receiving considerable private funding to advance quantum research. 

According to the report from ResearchAndMarkets.com, the land application segment, including improved encryption and simulations, is forecasted to dominate the market, while quantum simulators lead the market due to their demand in defense cryptography and cybersecurity applications. The North American region is anticipated to witness substantial growth, propelled by established quantum hardware, software, and service providers. 

Recent developments in the sector include partnerships such as BTQ with South Korea's IRCS, U.S. Naval Research Laboratory with Air Force Research Laboratory, and ambitious projects such as the European Commission selecting Airbus for the Cold Atom Rubidium Interferometer in Orbit project.",
https://www.cryptopolitan.com/quantum-computing-key-greener-ai-future/,"In terms of the environmental impact of AI's high energy consumption, quantum computing could provide a solution, according to technology analyst Aamir Sheikh. Quantum-inspired computing can enhance AI's energy efficiency and significantly lower energy use. For instance, these techniques could improve neural networks' memory performance, reducing energy consumption and enabling larger neural networks to operate on lower energy costs. Despite ongoing debates about quantum computers’ energy usage, their linear scalability in power utilisation stands out as an advantage over the rising power consumption of classical supercomputers. The Quantum Energy Initiative, which includes global participants, is dedicated to developing energy-centric metrics for quantum technologies to ensure sustainability.
","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAABAAAAAQAAQAAAABXZhYuAAAAAnRSTlMAAHaTzTgAAACWSURBVHja7cEBAQAAAIIg/69uSEABAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAO8GBB4AAQ3eOGQAAAAASUVORK5CYII="
https://arxiv.org/abs/2309.05558v1,"A research team, comprising of Ben Barber, Kenton M. Barnes, Tomasz Bialas, Okan Buğdaycı, Earl T. Campbell, Neil I. Gillespie, Kauser Johar, Ram Rajan, Adam W. Richardson, Luka Skoric, Canberk Topal, Mark L. Turner, and Abbas B. Ziad, has developed a real-time, efficient, and scalable decoder for quantum computers. Known as the Collision Clustering decoder, it manages quantum computing noise and prevents exponential slowdown in the logical clock rate of quantum computers. The decoder was implemented on both an FPGA and ASIC. Tests on a surface code of 881 qubits consumed only 4.5% of the available logical computation elements and achieved decoding frequency above a megahertz. An ASIC decoded a 1057 qubit surface code, also above a megahertz frequency, consuming 8 mW of power, and occupying a 0.06 mm² area.",
https://arxiv.org/abs/2308.06081v1,"Quantinuum, a team including authors Ismail Yunus Akhalwaya, Adam Connolly, and eight others, has developed a Quantum Monte Carlo Integration (QMCI) engine, as detailed in their paper submitted on 11th August 2023. The QMCI is a quantum computational tool designed to evaluate multi-dimensional integrals in various science and engineering fields, particularly finance. Features of the QMCI include distribution-loading methods, a unique quantum amplitude estimation method, a library of estimable statistical quantities, and a resource mode for precise resource quantification of generated quantum circuits. The engine promises modularity, allowing continuous development of new quantum algorithms tailored specifically to financial applications. The authors have included benchmarks to demonstrate the engine's performance in the evaluation of various financial instruments.",
https://arxiv.org/abs/2309.05290v1,"A group of scholars, including Alejandro Mata Ali, Iñigo Perez Delgado, Marina Ristol Roura, and Aitor Moreno Fdez. de Leceta, have proposed a novel algorithm for solving systems of linear equations based on the Harrow-Hassidim-Lloyd (HHL) algorithm. Captured in a paper submitted on September 2023, the team uniquely incorporates a tensor networks perspective and qudits methodology, a generalization of qubits having more states. The approach aims to reduce both the number of gates to be applied and the resources required. The new algorithm also leverages the ability of tensor networks to perform non-unitary operations like projection. Notably, the team applied their algorithm to finding solutions for a few differential equations such as the forced damped oscillator and the 2D static heat equation, highlighting potential practical applications of quantum computing advancements. The research, supported by the Simons Foundation, is available on arXiv.",
https://phys.org/news/2023-09-linear-path-efficient-quantum-technologies.html,"A team of quantum researchers led by Prof. Stefanie Barz at the University of Stuttgart and the Center for Integrated Quantum Science and Technology (IQST) have discovered a method to enhance the efficiency of an integral component in quantum devices beyond standard theoretical limitation. The study focused on quantum entanglement's Bell-state measurements, central to ""quantum teleportation"", which forms the core of quantum communication. Traditionally, with linear optical elements, two out of four Bell states are impossible to differentiate, inherently limiting the success probability to 50%. The Stuttgart researchers successfully achieved a success rate of 57.9% using an approach involving additional photons. Prof. Dr. Peter van Loock, from Johannes Gutenberg University, collaborated on this research as part of the PhotonQ collaboration - a consortium of academic and industrial partners focused on photonic quantum computing. The development holds potential for quantum communication over longer distances.
",https://scx1.b-cdn.net/csz/news/800a/2023/a-linear-path-to-effic.jpg
https://finance.yahoo.com/news/d-wave-demonstrates-state-art-110000145.html,"D-Wave Quantum Inc., the world’s first commercial supplier of quantum computers, announced significant progress in developing high coherence qubits that may impact future quantum technologies. The company has designed, manufactured, and operated fluxonium qubits (pioneered by Michel Devoret and his team at Yale University in 2009), with properties comparable to the best-known results. The coherence properties of D-Wave's fluxonium qubits have relaxation times over 100 microseconds, on par with the current top-performing qubits. Moreover, the measured effective temperature of its fluxonium, 18 millikelvin, is one of the best in the field of superconducting qubits. Notably, the results indicate fluxonium as a viable choice for D-Wave’s quantum computing architectures, addressing some limitations of competing gate model qubits.",
https://www.prnewswire.com/news-releases/infleqtion-unveils-open-beta-release-of-superstaq-accelerating-quantum-computing-performance-301924782.html,"Infleqtion, a quantum information technology company, has launched the open beta release of Superstaq, an innovative project aimed at accelerating quantum computing performance. The announcement was made on September 12, 2023.",
https://www.rand.org/blog/2023/09/when-a-quantum-computer-is-able-to-break-our-encryption.html,"On Oct. 23, 2019, Google publicly achieved a quantum computing milestone by solving a mathematical problem faster than any supercomputer, marking what many consider a significant point in history for quantum computing. A significant quantum computing algorithm, known as Shor's algorithm, could theoretically break all present encryption systems securing internet traffic but requires a much larger quantum computer than currently exists. However, such cryptanalytically relevant quantum computers (CRQCs) could be developed by the 2030s, posing a substantial potential threat to cybersecurity due to the ability to access encrypted sensitive information. To combat this potential risk, the U.S. National Institute of Standards and Technology (NIST) is developing new post-quantum cryptography (PQC) protocols, and the U.S. government has begun transitioning to this robust system. Experts believe that swift public awareness of the existence of a CRQC will drive organizations to upgrade their encryption to PQC, mitigating the potential threat.",https://www.rand.org/content/rand/pubs/research_briefs/RBA2517-1/_jcr_content/par/teaser.crop.375x280.cm.jpeg/1694635897584.jpeg
https://www.forbes.com/sites/michaeltnietzel/2023/09/13/nsf-investing-76-million-in-four-university-based-physics-frontier-centers/,"The National Science Foundation (NSF) has awarded $76 million in funding to support four physics centers designed to conduct pioneering research in challenging areas of the field. The support is part of NSF’s Physics Frontiers Centers program. The University of Chicago has received funds for a new center, while the California Institute of Technology, the University of Colorado, and the Massachusetts Institute of Technology (MIT) have received renewed funding. The centers aim to lead to breakthroughs in physics, whilst also offering training and mentorship to students and young researchers. The University of Chicago's 'Center for Living Systems' aims to develop an understanding of how living matter adapts to its environment. The 'Institute for Quantum Information and Matter' at the California Institute of Technology will seek to combine multiple physics fields with developments in quantum information theory. The 'Comprehension and Control of Emerging Complexity at the Quantum Frontier' center at the University of Colorado Boulder will investigate quantum systems of increasing size and complexity. Lastly, the 'Center for UltraCold Atoms' at MIT will explore control and programmability of complex quantum systems.",
