URL,Summary,Image_URL
https://www.hpcwire.com/off-the-wire/xanadu-and-kisti-partner-to-create-south-koreas-1st-quantum-classical-hybrid-computing-infrastructure/,"Photonic quantum computing leader Xanadu and the Korea Institute of Science and Technology Information (KISTI) have joined forces to form South Korea's first quantum-classical hybrid computing infrastructure. The partnership will result in a software development kit (SDK) for a hybrid circuit, providing connectivity for various classical and quantum hardware platforms through KISTI's cloud services. Xanadu's open-source software library, PennyLane, and its Lightning quantum simulator will undergird the SDK. This partnership will equip South Korean researchers with hybrid computing resources, a critical aspect for advanced research. Xanadu's CEO, Christian Weedbrook, and KISTI's president, Dr. Kim Jaesoo, expressed mutual excitement about this next step in quantum computing evolution. The key takeaway is the importance of hybrid quantum-classical computing as a promising new frontier in technology.
",https://www.hpcwire.com/wp-content/uploads/2023/09/Xanadu_Logo_Black-300x218.png
https://aws.amazon.com/marketplace/pp/prodview-v2sitofneqedw,"LuxQuanta is launching NOVA LQ®, a Continuous Variable Quantum Key Distribution System (CV-QKD) on the AWS marketplace. Deployed at computing nodes, this first-generation QKD system ensures secure keys distribution within metropolitan networks. Implementing the principles of quantum physics, it ensures encryption between remote transmitter (Alice) and receiver (Bob) environments, with security independent of adversarial computational capacity. NOVA LQ® integrates with existing optical fibre links without interfering with current data transmission. Its QKD technology uses coherent detection through conventional photodiodes, eliminating the need for single-photon detectors at receivers. It guarantees quantum-secure, future-proof, encryption and cost reduction. Currently, NOVA LQ® integrates with AWS Elastic Cloud Compute (EC2) instances hosted in AWS Edge devices. The key takeaway: LuxQuanta's NOVA LQ® offers a quantum-secure, cost-optimized and easily integrable CV-QKD system for metropolitan networks.
",
https://www.cnet.com/tech/computing/intel-expects-its-quantum-computing-approach-to-leapfrog-rivals/,"Intel plans to use its conventional computing experience to overtake rivals in quantum computing with large qubit counts. The company is developing a successor to its 12-qubit Tunnel Falls quantum processor. Quantum computers leverage superposition and entanglement, inherent to qubits, to dramatically accelerate computations. To ensure computational stability, Intel is aiming to scale to millions of error-correcting qubits. According to Greg Lavender, Intel's Chief Technology Officer, their approach is promising but it's too early to declare success. Intel CEO Pat Gelsinger has showcased a 300mm silicon wafer with 24,000 total qubits at an event. However, this is contingent on improving qubit quality and reliability. The company is also developing technology, like its Horse Ridge processor, to control qubits efficiently. Key takeaway: Intel leverages its existing semiconductor manufacturing expertise for quantum advantage.
",https://www.cnet.com/a/img/resize/0f01af2348d11ba70f0d876aaac9cb41cbf4dc23/hub/2023/09/21/6d9cf61c-3ba4-4afe-883c-bf3478ceaea5/20230919-tunnel-falls-quantum-processor.jpg?auto=webp&fit=crop&height=675&width=1200
https://arstechnica.com/security/2023/09/signal-preps-its-encryption-engine-for-the-quantum-doomsday-inevitability/,"The Signal Foundation has initiated an upgrade to its Signal Protocol, widely used by over a billion users via platforms like Signal, Google RCS, and WhatsApp for end-to-end message encryption. This reform entails a switch from X3DH, which depends on Elliptic Curve Diffie-Hellman (ECDH) cryptography, to a post-quantum encryption approach. The move anticipates the threat posed by quantum computing to conventional cryptographic protocols. ECDH relies on the mathematical principle of discrete logarithm problems relating to elliptic curves over integer fields. It creates unique asymmetric key pairs, making message decryption possible only with the correct private key. The upgrade highlights the continuous efforts necessary to maintain security amidst rapidly evolving technological landscapes.
",https://cdn.arstechnica.net/wp-content/uploads/2013/10/elliptic-curve-crypt-image02.gif
https://www.linkedin.com/safety/go?url=https%3A%2F%2Fgo.classiq.io%2Fclassiq-quest-hackathon&trk=flagship-messaging-android,"Apologies for the inconvenience, but it seems there's no provided text to summarize. Could you please provide the text related to quantum computing? It would enable me to generate an executive summary correctly.",
https://insidehpc.com/2023/09/terra-quantum-and-honda-research-institute-europe-develop-quantum-ml-method-for-disaster-routing/,"Terra Quantum, in collaboration with Honda Research Institute Europe (HRI-EU), has developed a hybrid quantum computing method to expedite escape times in emergency situations. These organizations evaluated hybrid quantum technologies' potential in optimising evacuation routes during emergencies and noted promising results in a simulated earthquake scenario. The quantum computing solution can adjust to numerous real-time variables and has shown commendable efficiency. Dr. Sebastian Schmitt, Principal Scientist at HRI-EU, highlighted the significance of this development, stating it represents a recognisable step towards problems potentially addressed by quantum technologies. Terra Quantum plans further development of the solution, aiming towards adaptable utilization in various city landscapes. The key takeaway is that hybrid quantum computing methods exhibit considerable potential in augmenting emergency response systems, contributing significantly to public safety.
",https://insidehpc.com/wp-content/uploads/2023/09/quantum-shutterstock-1220630077-main-feature-image-dimensions-0923-1024x512.jpg
https://qt.eu/projects/computing/euryqa,"The EU-funded EuRyQa project aims to develop the next generation of scalable quantum computers using ultracold Rydberg atoms. Ultracold trapped atoms are promising for quantum computing, having shown potential in systems with over 200 qubits. The project aims to unite academic and industrial partners to develop 4 Rydberg platforms with 100-1,000 qubits, including three nationally funded platforms and a European startup. Furthermore, EuRyQa seeks to establish benchmarks and standards in this technology. Guido Pupillo is the project coordinator. A key goal is to produce a common quantum computing stack for Rydberg atoms leading to solutions for computational problems, a federated cloud service, and a blueprint for fault-tolerant quantum computing. The key takeaway is that EuRyQa represents a unified, Europe-wide effort to pioneer scalable, fault-tolerant quantum computing based on Rydberg atoms.
",https://qt.eu/_thumbnails_/74/380_Images_square-940x0-c-default.png?m=1688657805
https://thequantuminsider.com/2023/09/11/defining-the-quantum-infrastructure-software-opportunity/?utm_content=bufferb500e&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer&s=09,"Quantum computing is nearing the ""Quantum Advantage"" stage, where quantum solutions are preferable over conventional systems for significant computational problems. This points towards the emergence of the Quantum Infrastructure Software segment, which creates opportunity for those providing enabling tools for this industry. Quantum computing teams are aligning with Cloud Infrastructure as a Service (IaaS) and Application Software as a Service (SaaS) models, and hyperscalers like AWS, Microsoft and IBM are developing supporting platforms. A leader in this space, Q-CTRL, is pioneering Quantum Infrastructure Software, providing ""middleware"" to enhance the use of quantum computing hardware and streamline application development. It delivers value and convenience to algorithm developers and increases the value of hardware platforms by making them more user-friendly. Its solutions help stabilize hardware, reduce error, optimize system utility and ensure cross-compatibility, proofing quantum computing for long term growth.",https://thequantuminsider.com/wp-content/uploads/2023/07/tqi-logo-full-250x73-min.png
https://www.rcrwireless.com/20230921/big-data-analytics/softbank-targets-business-utilization-of-quantum-computing,"SoftBank and the University of Tokyo have initiated joint research to realize business application of quantum computers. To accomplish this, SoftBank has become a part of the Quantum Innovation Initiative Consortium (QII Consortium) operated by the University of Tokyo. The plan includes integrating the quantum computer, IBM Quantum System One, with technologies like 5G, IoT, and future 6G systems. The quantum computer is equipped with a 127-qubit processor and is installed at the Kawasaki Business Incubation Center. Executives from both organizations emphasized the rapid approach of quantum computer practical application and their intent to lead application development in this field. The significant takeaway is the accelerating convergence of quantum computing with mobile communication in a bid to drive societal digitalization.
",https://b432460.smushcdn.com/432460/wp-content/uploads/2015/08/softbank-1-696x391.jpg?lossy=1&strip=1&webp=1
https://fagenwasanni.com/news/canada-welcomes-its-first-ibm-quantum-system-one-computer/265373/,"Canada has made significant strides in technology by unveiling its first IBM Quantum System One computer at IBM’s Bromont, Québec facility. The System One boasts a 127-qubit processor, offering increased consistency and reduced error rates compared to previous IBM quantum systems. IBM expects the technology to be beneficial for various Québec sectors, including the quantum innovation zone DistriQ and Technum Québec innovation zone. Their operations are facilitated through a partnership with Université de Sherbrooke. Québec’s Minister of Economy, Innovation, and Energy, Pierre Fitzgibbon, hailed the advancement as a major leap in Québec's quantum sciences ecosystem. The collaboration between IBM and the Québec government began in February 2022, further solidified in July 2023, along with a quantum working group focused on leveraging quantum computing for sustainability solutions. Key takeaway: Canada now features among countries at the forefront of the quantum computing revolution.
","data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxNDU2IiBoZWlnaHQ9IjgxNiIgdmlld0JveD0iMCAwIDE0NTYgODE2Ij48cmVjdCB3aWR0aD0iMTAwJSIgaGVpZ2h0PSIxMDAlIiBzdHlsZT0iZmlsbDojY2ZkNGRiO2ZpbGwtb3BhY2l0eTogMC4xOyIvPjwvc3ZnPg=="
https://quantumzeitgeist.com/ibm-free-online-course-quantum-safe-cryptography/,"IBM has launched a free online course on quantum-safe cryptography on its Quantum Learning platform. Creators Michael Maximilien and Jennifer Janechek designed this course for developers keen on boosting application security. The program covers cryptographic hash functions, symmetric key cryptography, asymmetric key cryptography, and quantum-safe cryptography. It also includes interactive live code examples and multimodal lessons. The course aims to prepare developers for the evolving cybersecurity threats in the quantum era. As quantum computing matures, it could solve complex mathematical problems more rapidly than classical computing counterparts, thereby threatening the efficacy of today's cryptographic methods. Developers are urged to build competency in quantum-safe cryptography before standards materialize, to maintain security of applications. Key takeaway: As quantum computing advances, it's crucial for developers to adapt cryptography for continued data security.
",https://149860134.v2.pressablecdn.com/wp-content/themes/quantumtheme/images/cropped-QuantumZ.png
https://par-tec.com/complete-quantum-integrator/,"ParTec AG, a leading modular supercomputing company, plans to become a full integrator of quantum computers with an initial €5 million investment in a factory in Munich. ParTec's qubit-agnostic solution relies on a component-based design, allowing it to work with technology providers to deliver comprehensive quantum solutions. Bernhard Frohwitter, CEO of ParTec AG, believes this innovative approach will lead to a strong market position, over the monolithic designs of other solutions. The company aims to launch its first quantum computer in 2024, with the new factory anticipated to start operations in the same year. ParTec continues to explore hybrid quantum computing in partnership with NVIDIA and Jülich Supercomputing Centre, and provides solutions for the Israeli National Quantum Initiative. The key takeaway: ParTec's modular approach to quantum computing integration positions it as a pioneering force in the burgeoning quantum market.",https://par-tec.com/wp-content/uploads/2023/09/Munchen-Berge--1024x576.jpg
https://phys.org/news/2023-09-cloud-based-quantum-advantage.html,"Jiheon Seong and Joonwoo Bae from the Korea Advanced Institute of Science and Technology have developed an entanglement witness circuit to detect qubit entanglement in cloud-based quantum computing services. With this, even without total control of the machine, users can detect entanglement— a critical factor for the quantum advantage. This solution addresses limitations in services such as IBMQ and IonQ, where users only have control over the input quantum circuit. The newly designed entanglement witnesses are based on a framework called EW 2.0, which offers double the efficiency in detecting entanglement. Thus, the research signifies a crucial step in leveraging the quantum advantage in cloud-based quantum computing. The key takeaway: effective quantum computing can be realized in cloud-based services with innovative solutions, such as the entanglement witness circuit.",https://scx1.b-cdn.net/csz/news/800a/2023/can-cloud-based-quantu.jpg
https://telecoms.com/523888/toshiba-opens-quantum-computing-lab-in-cambridge/,"The Japanese tech titan, Toshiba, has inaugurated a Quantum Information Group in Cambridge, showcasing quantum cryptography technology to the public for the first time. This move signals Toshiba's commitment to leading advancements in the burgeoning field. Quantum Information Group, operating under Toshiba's R&D wing - Toshiba Research Europe Limited, focuses on quadrupling Quantum Key Distribution (QKD) transmission capacity. QKD is an ultra-secure encryption method that leverages the principles of quantum physics. As cyber threats level up, Toshiba's QKD aims at providing unhackable encryption that could revolutionize many sectors, including finance and healthcare. The main takeaway: Leading R&D in quantum cryptography, Toshiba has entered the promising quantum computing space with a focus on offering superior security solutions.
",
